id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,addr_state,grade,total_paid
763834,964495,5400,5400,30 months,12.99,181.93,C1,Mortgage,45000,Not Verified,May-11,Fully Paid,Other,hfc,CT,C,6348.109485
1007899,1234532,12000,12000,60 months,13.49,276.06,C1,Mortgage,1e+05,Verified,Nov-11,Fully Paid,Other,Consolodation,VA,C,16083.62998
708536,901037,14000,14000,60 months,18.25,357.42,F1,Rent,40000,Source Verified,Mar-11,Charged Off,Other,House Loan,NV,F,4711.67
982285,1205495,1400,1400,30 months,22.06,53.52,F4,Rent,22000,Not Verified,Oct-11,Fully Paid,Other,moving help,OR,F,1926.230001
369981,386357,15000,15000,30 months,11.58,495.21,B3,Other,72000,Source Verified,Jan-09,Charged Off,Small Business,GSITF:Capitlistic-Socially conscise $$$,AZ,B,3070.53
643998,824134,7000,7000,30 months,8.88,222.21,B1,Mortgage,40000,Source Verified,Jan-11,Fully Paid,Credit Card,Nancyscreditpayoff,NC,B,7999.91433
803553,1009324,17950,17950,30 months,11.99,596.12,B5,Mortgage,113000,Verified,Jul-11,Fully Paid,Credit Card,End Credit card debt!!,CA,B,21401.56042
602397,772933,18000,18000,60 months,8.88,372.61,B1,Rent,32000,Source Verified,Oct-10,Fully Paid,Debt Consolidation,American Express Done,FL,B,22017.9597
1052257,1283810,35000,35000,60 months,17.27,874.93,D3,Own,68750,Verified,Dec-11,Fully Paid,Other,Other,MA,D,41959.649
628995,805914,8000,8000,30 months,12.23,266.6,C1,Mortgage,60000,Not Verified,Dec-10,Fully Paid,Debt Consolidation,Debt consolidation,CA,C,9454.260729
1067364,1301744,10000,10000,30 months,13.49,339.31,C1,Rent,65000,Not Verified,Dec-11,Charged Off,Small Business,Small Business Loan,CA,C,9270.84
709467,902089,2800,2800,30 months,10,90.35,B2,Rent,39000,Source Verified,Mar-11,Fully Paid,Debt Consolidation,CorpConsolidate,CA,B,3252.521623
357881,363283,7500,7500,30 months,9.07,238.75,A4,Rent,60000,Verified,Oct-08,Fully Paid,Other,loan,FL,A,8473.625244
514600,665197,25000,25000,30 months,13.11,843.63,C2,Rent,72612,Verified,May-10,Fully Paid,Debt Consolidation,"Make great money, but got a divorce!  Help!",CA,C,30371.01752
596646,765903,12000,12000,60 months,9.62,252.73,B3,Mortgage,72000,Not Verified,Oct-10,Fully Paid,Credit Card,Colsolidation Loan,UT,B,15163.54168
409250,459856,9600,9600,30 months,9.63,308.11,A5,Rent,41000,Not Verified,Jun-09,Fully Paid,Debt Consolidation,36 months to freedom,NJ,A,10934.08023
668787,855127,4975,4975,30 months,5.79,150.88,A2,Mortgage,48000,Not Verified,Feb-11,Fully Paid,Other,Car,NY,A,5431.626059
499606,641318,1600,1600,30 months,10.25,51.82,B2,Mortgage,30000,Not Verified,Apr-10,Fully Paid,Debt Consolidation,NeedHelpToPay!,VA,B,1677.067841
807323,1013885,25000,25000,30 months,16.89,889.96,D4,Mortgage,95000,Source Verified,Jul-11,Fully Paid,Home Improvement,kitchen improvement,TX,D,32038.10273
657718,841138,8000,8000,30 months,12.68,268.33,C1,Rent,62000,Not Verified,Jan-11,Fully Paid,Debt Consolidation,Debt consol,GA,C,8819.612953
489816,625136,24000,24000,30 months,14.96,831.52,D2,Mortgage,265000,Not Verified,Mar-10,Fully Paid,Debt Consolidation,Consolidation,CA,D,27347.86259
665665,851075,6000,6000,30 months,7.66,187.08,A5,Rent,63550,Not Verified,Feb-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,NC,A,6733.791129
884978,1099076,4300,4300,30 months,7.9,134.55,A4,Mortgage,90000,Not Verified,Sep-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,NC,A,4483.714057
1025258,1254412,20000,20000,30 months,13.49,678.61,C1,Mortgage,85000,Verified,Nov-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,VA,C,24384.98913
973128,1195110,10000,10000,30 months,12.69,335.45,B5,Rent,64000,Verified,Oct-11,Fully Paid,Small Business,Energy Drink,KY,B,11804.11695
544138,701960,1500,1500,60 months,13.61,34.6,C2,Mortgage,76160,Verified,Jul-10,Fully Paid,Other,Personal Loan,CA,C,2075.985751
604876,775982,15000,15000,60 months,17.8,379.28,F1,Rent,64000,Verified,Nov-10,Fully Paid,Other,Business,NJ,F,15296.71
768414,969718,9600,9600,30 months,13.99,328.06,C3,Mortgage,130000,Source Verified,May-11,Charged Off,Home Improvement,Home Improvement,CA,C,6615.18
498568,639530,16500,16500,30 months,10.62,537.24,B3,Rent,47000,Source Verified,Apr-10,Fully Paid,Debt Consolidation,Help Me Help You,NY,B,19342.03884
510886,659786,10000,10000,30 months,7.14,309.4,A3,Mortgage,38400,Not Verified,May-10,Fully Paid,Home Improvement,Home Improvement,SD,A,11139.17283
686849,876736,7000,7000,30 months,7.66,218.26,A5,Rent,38000,Verified,Mar-11,Fully Paid,Other,moving/furniture,CA,A,7857.29048
736171,933012,27600,27600,60 months,15.65,666.06,D4,Rent,53086,Verified,Apr-11,Fully Paid,Debt Consolidation,No more,NY,D,30364.85561
777181,979642,3900,3900,30 months,5.99,118.63,A2,Mortgage,73909,Not Verified,Jun-11,Fully Paid,Home Improvement,From Crusty to Cushy - Basement Remodel,CT,A,4150.947074
664100,849162,20000,20000,60 months,14.17,467.13,C5,Rent,43000,Verified,Feb-11,Charged Off,Small Business,Business Loan,CA,C,1862.72
852914,1065048,10400,10400,30 months,13.49,352.88,C2,Rent,62000,Source Verified,Aug-11,Fully Paid,Credit Card,Credit Card Consolidation,OH,C,12703.53403
385229,416786,7000,7000,30 months,9.63,224.66,A5,Own,24000,Not Verified,Mar-09,Fully Paid,Debt Consolidation,My Debt,FL,A,7730.494414
987365,1211332,5000,5000,30 months,7.9,156.46,A4,Rent,54000,Not Verified,Oct-11,Fully Paid,Home Improvement,one,PA,A,5617.001882
794020,998593,25000,16550,60 months,13.49,380.73,C2,Mortgage,150000,Source Verified,Jul-11,Charged Off,Small Business,Small Business Loan,NY,C,17098.44
197225,197115,12000,12000,30 months,9.01,381.66,B2,Rent,120000,Not Verified,Jan-08,Fully Paid,Other,Manhattan Move,NY,B,13783.56639
973622,1195649,18825,18825,30 months,7.9,589.04,A4,Rent,42000,Not Verified,Oct-11,Fully Paid,Debt Consolidation,Consolidation Loan,OR,A,20958.52894
477841,606206,4800,4800,30 months,13.22,162.25,C2,Rent,45000,Not Verified,Jan-10,Fully Paid,Debt Consolidation,Looking to buy that diamond for my future wife,NJ,C,5273.131407
313139,312198,25000,4575,30 months,13.55,155.37,D4,Mortgage,64000,Not Verified,Apr-08,Charged Off,Other,Persuing my dream,CT,D,2174.76
884736,1100197,2400,2400,30 months,14.27,82.35,C2,Mortgage,26000,Not Verified,Sep-11,Fully Paid,Credit Card,pay it off,MD,C,2964.21595
583298,749549,8000,8000,30 months,16.45,283.04,E1,Rent,30000,Source Verified,Sep-10,Fully Paid,Other,Personal Loan,MO,E,10190.15552
543984,701789,15000,15000,60 months,15.95,364.38,D4,Mortgage,64000,Source Verified,Aug-10,Fully Paid,Debt Consolidation,Serrano Loan,TX,D,21862.12003
657352,840687,17000,17000,30 months,10,548.55,B2,Rent,95000,Verified,Jan-11,Fully Paid,Other,Major purchase - Dua,CT,B,19507.52501
583536,749835,15000,15000,60 months,11.86,332.61,B5,Mortgage,51996,Verified,Sep-10,Charged Off,Other,Solar,AZ,B,7032.09
720941,915440,5000,5000,30 months,12.68,167.71,C1,Mortgage,95400,Not Verified,Apr-11,Fully Paid,Home Improvement,Landscaping loan,WY,C,5925.462273
540719,698064,3000,3000,30 months,14.35,103.05,C4,Mortgage,31000,Not Verified,Jul-10,Charged Off,Home Improvement,Home Improvement (Electrician),MI,C,2636.38
1028990,1258343,8000,8000,30 months,6.62,245.63,A2,Mortgage,70000,Not Verified,Nov-11,Fully Paid,Home Improvement,Generator Project,NY,A,8770.372204
503057,647273,16750,16750,30 months,13.11,565.23,C2,Rent,50496,Not Verified,Apr-10,Fully Paid,Debt Consolidation,Assist a Marine,FL,C,18659.36409
800724,1006241,9600,9600,30 months,15.62,335.71,D1,Rent,90000,Verified,Jul-11,Fully Paid,Debt Consolidation,relief loan,CA,D,12085.41652
875176,1089637,32000,32000,30 months,11.99,1062.71,B5,Rent,73000,Verified,Sep-11,Fully Paid,Debt Consolidation,Debt Consolidation,IL,B,37202.28163
611129,783721,6200,6200,30 months,10.36,201.11,B5,Rent,24996,Not Verified,Dec-10,Fully Paid,Debt Consolidation,my debt,OH,B,7240.204481
1034802,1264429,9000,9000,30 months,6.62,276.34,A2,Mortgage,98400,Source Verified,Nov-11,Fully Paid,Debt Consolidation,Initial Loan,IL,A,9947.956724
483946,615947,5000,5000,30 months,13.11,168.73,C2,Rent,28800,Not Verified,Feb-10,Fully Paid,Other,College and Credit Cards,CA,C,6074.492101
634114,812370,21000,13200,30 months,6.17,402.59,A3,Mortgage,88200,Verified,Dec-10,Fully Paid,Other,Medical,KY,A,13694.57456
858949,1071615,2400,2400,30 months,5.99,73.01,A2,Rent,95000,Source Verified,Aug-11,Fully Paid,Other,Car,NY,A,2514.993699
1025211,1254359,11200,11200,60 months,22.06,309.72,F4,Rent,75000,Verified,Nov-11,Fully Paid,Other,Medical Expense,NY,F,18315.30005
1031213,1260621,15000,15000,60 months,17.58,377.49,D4,Rent,63200,Not Verified,Nov-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,WI,D,18037.96435
636103,814883,20000,20000,30 months,6.54,613.35,A4,Rent,120000,Verified,Dec-10,Fully Paid,Debt Consolidation,MyFreedom,NJ,A,22080.63582
582170,748208,25000,25000,60 months,15.21,597.51,D2,Rent,84000,Verified,Sep-10,Fully Paid,Debt Consolidation,inventory,GA,D,39295.19555
320698,320695,2800,2800,30 months,12.29,93.39,C5,Rent,26500,Not Verified,Apr-08,Fully Paid,Other,Wedding Rings,CA,C,3361.967898
847097,1058544,5000,5000,30 months,8.49,157.82,A5,Mortgage,62500,Not Verified,Aug-11,Fully Paid,Debt Consolidation,Credit Card Consolidation,NC,A,5286.671123
594908,763856,16750,16750,60 months,17.93,424.71,E5,Rent,55000,Verified,Oct-10,Fully Paid,Debt Consolidation,payoff,NY,E,20622.24976
667200,852993,12000,12000,30 months,10.74,391.39,B4,Rent,90000,Verified,Feb-11,Fully Paid,Debt Consolidation,2011 - LOAN,WA,B,13677.54324
572301,736145,4200,4200,30 months,6.76,129.23,A2,Rent,38400,Not Verified,Sep-10,Fully Paid,Debt Consolidation,Credit Card pay off,TX,A,4632.562228
536625,693231,5000,5000,30 months,15.21,173.85,D2,Rent,66000,Verified,Jun-10,Fully Paid,Debt Consolidation,Balow Consolidation,GA,D,6258.737876
843470,1054265,8500,8500,30 months,7.49,264.37,A4,Mortgage,230000,Verified,Aug-11,Fully Paid,Credit Card,Target Visa goodbye!,MA,A,9517.07134
544170,701998,10000,10000,30 months,11.86,331.48,B5,Rent,51000,Not Verified,Jul-10,Charged Off,Debt Consolidation,2010 GOAL,CT,B,5634.13
621743,796835,7800,7800,30 months,8.88,247.61,B1,Rent,28000,Source Verified,Dec-10,Fully Paid,Debt Consolidation,Loan for credit cards and school,IL,B,8909.145859
829787,1038911,12000,12000,60 months,12.99,272.98,C1,Own,24500,Verified,Aug-11,Fully Paid,Debt Consolidation,Debt Consolidation,VA,C,14188.20489
845625,1056845,8000,8000,30 months,5.42,241.28,A1,Rent,30000,Not Verified,Sep-11,Fully Paid,Other,consolidation,NY,A,8679.547397
388647,421952,5075,5075,30 months,18.21,184.02,F4,Rent,24000,Not Verified,Apr-09,Fully Paid,Debt Consolidation,Consolidate Credit Card Debt,TX,F,6421.15236
761797,962270,8000,8000,30 months,10.99,261.88,B3,Rent,52000,Verified,May-11,Fully Paid,Debt Consolidation,Consolidate Debt,CA,B,8708.277917
685037,874570,10000,10000,60 months,15.65,241.33,D4,Rent,30000,Source Verified,Feb-11,Fully Paid,Debt Consolidation,debt freedom,CA,D,14280.58
752339,951917,15000,9650,60 months,16.49,237.19,D3,Rent,50000,Source Verified,May-11,Fully Paid,Credit Card,Debt Consolidation,MD,D,10669.49151
746449,945219,20000,13225,60 months,10.99,287.48,B3,Mortgage,70000,Verified,May-11,Fully Paid,Debt Consolidation,Back in Buffalo,FL,B,17248.60885
720766,915250,10000,10000,30 months,6.92,308.41,A3,Mortgage,82000,Not Verified,Apr-11,Fully Paid,Other,Boat Loan,CA,A,11102.57365
372239,356115,4550,4550,30 months,12.84,152.97,C2,Rent,29976,Not Verified,Jun-09,Fully Paid,Debt Consolidation,Need more Home purchasing power,CA,C,5490.673484
794466,999093,14000,14000,30 months,6.99,432.22,A3,Mortgage,71000,Not Verified,Jun-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,DE,A,15552.24164
402765,447665,14400,14400,30 months,15.37,501.79,D5,Own,44700,Verified,May-09,Fully Paid,Other,Closing Costs of Previous Home,PA,D,18064.22417
461556,576916,9000,9000,30 months,11.48,296.72,B2,Rent,32000,Not Verified,Dec-09,Charged Off,Debt Consolidation,Godspeed,OH,B,4970.24
181701,181614,5000,5000,30 months,12.8,167.99,D4,Rent,25480,Not Verified,Dec-07,Fully Paid,Debt Consolidation,Pay off my 30%apr credit card,NY,D,5914.503029
347031,347401,2500,2500,30 months,12.61,83.77,D1,Rent,57000,Not Verified,May-08,Fully Paid,Credit Card,loan to pay off high interest card,CA,D,3015.541761
451501,556301,5000,5000,30 months,7.74,156.1,A3,Mortgage,50000,Not Verified,Oct-09,Fully Paid,Debt Consolidation,earned reward,NH,A,5496.292768
593298,761939,21000,13000,60 months,9.62,273.79,B3,Mortgage,45000,Verified,Oct-10,Fully Paid,Credit Card,Credit card consolidation,WI,B,16229.27999
473891,599266,4000,4000,30 months,8.59,126.45,A4,Own,123000,Not Verified,Jan-10,Fully Paid,Other,Personal,PA,A,4185.6
482505,613785,12000,12000,30 months,16.07,422.33,D5,Rent,45760,Verified,May-10,Fully Paid,Debt Consolidation,fresh start,MA,D,15181.58807
739492,937070,10000,10000,30 months,7.49,311.02,A4,Rent,36000,Source Verified,May-11,Fully Paid,Debt Consolidation,Debt Consolidation,TX,A,10950.85769
459716,573222,6500,6500,30 months,6.76,200.01,A2,Mortgage,52000,Not Verified,Mar-10,Fully Paid,Debt Consolidation,need to consolidate to plan trip for graduation gift for wife dental school,MA,A,7100.299605
1038229,1268129,35000,35000,30 months,19.03,1283.5,E2,Rent,2e+05,Source Verified,Dec-11,Fully Paid,Debt Consolidation,Consolidation Loan,VA,E,46205.59827
606844,778488,10000,10000,30 months,15.2,347.64,D4,Rent,43000,Source Verified,Nov-10,Fully Paid,Credit Card,PersonalLoan,TX,D,10459.7012
823400,1031964,10800,10800,60 months,20.3,287.94,E5,Mortgage,95000,Source Verified,Nov-11,Charged Off,Debt Consolidation,consolidation,MN,E,1146.8
829828,1038954,9400,9400,30 months,15.62,328.72,D1,Mortgage,214200,Not Verified,Jul-11,Fully Paid,Other,Back to health,NJ,D,11833.70662
387910,421040,13200,13200,30 months,13.47,447.78,C4,Rent,40000,Source Verified,Apr-09,Fully Paid,Debt Consolidation,Pay off credit card debt,CT,C,16119.97893
970910,1192613,1500,1500,30 months,7.51,46.67,A3,Rent,30000,Source Verified,Oct-11,Fully Paid,Other,October Living Loan,IL,A,1536.174499
1040236,1270196,8000,8000,60 months,21.67,219.46,F3,Rent,45000,Verified,Dec-11,Current,Other,business,NY,F,12046.38
832688,1042115,9000,9000,30 months,11.49,296.75,B4,Mortgage,102500,Source Verified,Aug-11,Fully Paid,Debt Consolidation,Credit Card Debt,WA,B,10665.85673
500101,642180,2400,2400,30 months,11.36,78.99,B5,Own,63500,Not Verified,Apr-10,Fully Paid,Home Improvement,Home project,TX,B,2843.822166
505799,651951,8000,8000,30 months,10.62,260.48,B3,Mortgage,143485,Verified,Apr-10,Fully Paid,Other,vacation,FL,B,9378.246365
614024,787218,1000,1000,60 months,14.46,23.51,D2,Mortgage,33276,Source Verified,Nov-10,Fully Paid,Other,Personal Loan,MN,D,1051.950911
995296,1220067,27575,27575,60 months,17.58,693.94,D4,Mortgage,64000,Verified,Nov-11,Charged Off,Home Improvement,MY LOAN,NJ,D,3695.23
665771,851210,7200,7200,60 months,13.43,165.42,C3,Mortgage,108000,Source Verified,Feb-11,Fully Paid,Other,Disney Vacation Club,MI,C,8602.082831
714750,908206,8000,8000,60 months,17.14,199.43,E3,Rent,43000,Source Verified,Mar-11,Fully Paid,Other,DG Wedding,AZ,E,10417.3848
485184,618035,3000,3000,30 months,14.59,103.4,D1,Rent,63000,Not Verified,Mar-10,Charged Off,Debt Consolidation,Pay Cards off,NJ,D,1436.79
528009,682915,4500,4500,60 months,7.88,90.99,A5,Mortgage,1080000,Source Verified,Jun-10,Fully Paid,Other,Shadow Motorcycle,MD,A,5262.056984
599964,770070,2000,2000,30 months,9.62,64.18,B3,Mortgage,65000,Not Verified,Oct-10,Fully Paid,Debt Consolidation,2k Debt Consolidation,FL,B,2117.33162
745064,943597,6000,6000,30 months,11.99,199.26,B5,Rent,1e+05,Not Verified,May-11,Fully Paid,Credit Card,Refinace,LA,B,6623.580786
705431,897483,35000,35000,30 months,9.63,1123.29,B1,Mortgage,275000,Verified,Mar-11,Fully Paid,Home Improvement,Holly Loan,NH,B,37708.87501
803593,1009368,2100,2100,30 months,15.23,73.04,C5,Rent,87000,Verified,Jul-11,Fully Paid,Other,vehicle repairs,LA,C,2629.165597
1018348,1246801,10000,10000,60 months,17.58,251.66,D4,Own,70000,Source Verified,Nov-11,Fully Paid,Debt Consolidation,Consolidate,SC,D,11129.74637
738106,935418,3425,3425,30 months,13.43,116.12,C3,Rent,35000,Not Verified,Apr-11,Fully Paid,Other,2008 Honda ATV,NY,C,4145.031591
475269,601515,3250,3250,30 months,13.22,109.86,C2,Rent,18000,Not Verified,Jan-10,Fully Paid,Debt Consolidation,Pay Off,FL,C,3947.486104
584687,751311,6000,6000,60 months,10.75,129.71,B2,Rent,57600,Not Verified,Oct-10,Fully Paid,Other,Honda VTX 1800 Motorcycle,MO,B,7666.047035
465349,583812,5000,5000,30 months,16.35,176.65,E1,Mortgage,82640,Verified,Dec-09,Fully Paid,Credit Card,Pay Off Credit Cards,WA,E,6359.20612
499492,641132,2000,2000,30 months,14.22,68.57,C5,Rent,85000,Source Verified,Apr-10,Fully Paid,Debt Consolidation,Consolidation,FL,C,2468.556078
1010124,1237113,12000,12000,30 months,9.91,386.7,B1,Mortgage,125000,Verified,Nov-11,Fully Paid,Debt Consolidation,Debt Consolidation 2012,NY,B,13921.17457
633392,811463,7000,7000,60 months,10.36,149.98,B5,Own,40000,Verified,Dec-10,Fully Paid,Other,Wedding,CT,B,8998.197069
648448,829582,9800,9800,30 months,6.17,298.9,A3,Rent,53500,Source Verified,Jan-11,Fully Paid,Credit Card,Credit Card Consolidation Loan,CO,A,9913.112392
813415,1020874,5100,5100,30 months,7.49,158.62,A4,Rent,37200,Not Verified,Jul-11,Fully Paid,Home Improvement,Home Improvement Loan,OR,A,5405.832118
700807,892514,4800,4800,30 months,7.66,149.67,A5,Mortgage,26400,Not Verified,Mar-11,Fully Paid,Home Improvement,home improvement,NC,A,4998.39931
524485,678596,14000,8175,60 months,15.95,198.59,D4,Mortgage,70000,Not Verified,Jun-10,Charged Off,Other,Exponential,GA,D,7225.37
628865,805748,6000,6000,30 months,6.17,183,A3,Mortgage,54000,Source Verified,Dec-10,Fully Paid,Other,Recent Loan,AR,A,6359.485695
398104,439440,9600,9600,30 months,13.16,324.2,C3,Mortgage,35000,Source Verified,May-09,Fully Paid,Debt Consolidation,Consolidate debt,GA,C,11364.41164
1059889,1291723,16000,16000,60 months,17.27,399.97,D3,Mortgage,60000,Verified,Dec-11,Fully Paid,Credit Card,Credit Card Loan,CA,D,23623.28
970522,1192196,15000,15000,30 months,12.42,501.23,B4,Rent,32000,Verified,Oct-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,TX,B,17993.41609
357872,363615,7500,7500,30 months,10.51,243.81,B2,Own,42000,Not Verified,Oct-08,Fully Paid,Debt Consolidation,debt consolidation,CA,B,8474.108332
868942,1082728,25875,25875,60 months,22.06,715.53,F4,Rent,60000,Verified,Oct-11,Charged Off,Debt Consolidation,Debt Consolidation Loan,TX,F,18535.18
788131,991767,30000,19825,60 months,19.29,517.45,E4,Mortgage,60000,Source Verified,Jun-11,Fully Paid,Small Business,Small Business Loan,NJ,E,30968.68993
754651,954390,5750,5750,60 months,19.29,150.08,E4,Rent,28800,Not Verified,May-11,Charged Off,Debt Consolidation,Debt Consolidation,FL,E,2373.58
380963,408908,12000,12000,30 months,13.16,405.25,C3,Mortgage,78996,Not Verified,Feb-09,Fully Paid,Other,personal loan,TX,C,14434.33819
746629,945415,3500,3500,60 months,17.49,87.91,D5,Rent,56004,Source Verified,May-11,Fully Paid,Other,Move to Michigan,OH,D,5290.749262
843770,1054597,25000,25000,60 months,13.49,575.12,C2,Mortgage,124000,Verified,Aug-11,Fully Paid,Home Improvement,Going Green - 4.8 kW (DC) Solar Install,CA,C,31830.13231
790448,994586,21000,21000,60 months,11.99,467.03,B5,Mortgage,90000,Verified,Jun-11,Fully Paid,Debt Consolidation,Consolidation,OH,B,27558.70001
623935,799598,7000,7000,60 months,16.69,172.81,E3,Mortgage,51500,Not Verified,Dec-10,Fully Paid,Debt Consolidation,David & Erin Loan,TX,E,7476.170722
862434,1075473,15000,15000,30 months,8.49,473.45,A5,Mortgage,75000,Not Verified,Aug-11,Charged Off,Small Business,Small Business Loan,CA,A,7171.61
742141,940171,29000,29000,60 months,11.49,637.65,B4,Mortgage,93000,Verified,May-11,Fully Paid,Debt Consolidation,Cleaning House,FL,B,38258.60009
487129,620915,7500,7500,30 months,13.11,253.09,C2,Mortgage,57200,Verified,Feb-10,Fully Paid,Home Improvement,backyard garden oasis,TX,C,9111.601849
348821,350193,7500,7500,30 months,10.39,243.38,B4,Mortgage,178000,Not Verified,Jun-08,Fully Paid,Other,Funding for Eco women's clothing line,CA,B,8776.805242
630521,807791,3600,3600,30 months,6.91,111.01,A5,Rent,60900,Not Verified,Dec-10,Fully Paid,Debt Consolidation,Credit Card,GA,A,3733.36466
602792,773440,9775,7800,30 months,6.91,240.53,A5,Mortgage,38220,Source Verified,Nov-10,Fully Paid,Debt Consolidation,BACK IN BLACK,MA,A,8658.991271
487209,621028,10000,10000,30 months,9.88,322.11,B1,Mortgage,60000,Not Verified,Feb-10,Fully Paid,Debt Consolidation,Debt Payoff,TX,B,10966.99863
554025,713758,11000,11000,30 months,13.98,375.85,C3,Own,34000,Source Verified,Aug-10,Charged Off,Debt Consolidation,consolidate,NY,C,3789.1
643968,824100,9600,9600,30 months,12.23,319.92,C1,Own,48000,Not Verified,Jan-11,Fully Paid,Debt Consolidation,Home_Improvements,AZ,C,11274.55828
734906,931489,2500,2500,30 months,10,80.67,B2,Rent,14400,Not Verified,Apr-11,Fully Paid,Credit Card,card refinance,PA,B,2904.035099
833555,1028744,14800,14800,60 months,17.99,375.75,E1,Rent,72000,Source Verified,Aug-11,Fully Paid,Other,Medical,MA,E,20432.33116
880729,1095771,14000,14000,30 months,6.03,426.1,A1,Rent,90000,Not Verified,Sep-11,Fully Paid,Debt Consolidation,consolidation loan for mid-career prof.,NY,A,15339.49976
412731,465724,17000,17000,30 months,10.95,556.14,B1,Mortgage,58000,Source Verified,Jun-09,Fully Paid,Debt Consolidation,Consolidate debt,FL,B,19115.56957
1011061,1238113,7800,7800,30 months,16.77,277.2,D2,Rent,78000,Verified,Nov-11,Fully Paid,Debt Consolidation,debt_consolidation,CA,D,7909.161875
272627,272622,11500,11500,30 months,18.61,419.29,G5,Rent,55000,Not Verified,Mar-08,Charged Off,Other,expanding my construction company,NY,G,837.68
728696,924395,12000,12000,60 months,7.66,241.37,A5,Rent,98000,Not Verified,Apr-11,Fully Paid,Other,Wedding Expenses,VA,A,14045.03
722518,917360,20000,20000,60 months,18.99,518.71,F3,Mortgage,98000,Verified,Apr-11,Fully Paid,Credit Card,BOA Payoff,NJ,F,31177.12
480903,601943,25000,25000,30 months,19.47,922.42,F5,Mortgage,105000,Not Verified,Feb-10,Fully Paid,Credit Card,Credit Card Consolidation,IL,F,31354.88554
777293,979764,8000,8000,30 months,10.99,261.88,B3,Mortgage,54000,Not Verified,Jun-11,Fully Paid,Other,loan,MD,B,8708.274251
875350,1089855,4000,4000,30 months,7.49,124.41,A4,Mortgage,34000,Source Verified,Sep-11,Fully Paid,Other,Golf Car Loan,FL,A,4458.072126
361677,370347,4000,4000,30 months,9.38,127.91,A5,Mortgage,120000,Not Verified,Nov-08,Fully Paid,Home Improvement,adding 4th unit to 3 unit home,NH,A,4569.588434
706448,898655,24000,24000,30 months,10.37,778.59,B3,Rent,75000,Verified,Mar-11,Fully Paid,Debt Consolidation,DEBT CON,MD,B,28029.16837
756041,955946,12000,12000,60 months,17.99,304.66,E1,Mortgage,52000,Source Verified,Jun-11,Fully Paid,Home Improvement,Home Improvement Loan,NY,E,18267.56997
684732,853825,25000,25000,60 months,16.02,608.22,D5,Rent,47000,Verified,Feb-11,Charged Off,Other,Coffee Company Expansion,TX,D,18246.58
638959,818533,8000,8000,30 months,5.42,241.28,A1,Mortgage,35000,Source Verified,Jan-11,Fully Paid,Debt Consolidation,Consolidation,AZ,A,8366.615051
652128,834080,5000,5000,30 months,14.54,172.21,D1,Rent,66000,Not Verified,Jan-11,Charged Off,Credit Card,credit cards,FL,D,5601.7
735432,932137,17000,17000,30 months,10.37,551.51,B3,Rent,35000,Verified,Apr-11,Fully Paid,Credit Card,Debt Consolidation For A Nurse,CA,B,19756.7354
472717,596919,8000,8000,30 months,11.14,262.43,B1,Rent,60000,Not Verified,Jan-10,Fully Paid,Debt Consolidation,Debt Consolidation,IL,B,9292.917412
990710,1214705,9400,9400,60 months,19.42,246.02,E3,Mortgage,144000,Source Verified,Oct-11,Fully Paid,Home Improvement,loan,OH,E,13974.76002
583558,749861,10000,10000,60 months,13.23,228.71,C1,Mortgage,55000,Not Verified,Sep-10,Fully Paid,Small Business,Business Loan,IL,C,13233.61251
621276,796238,10000,10000,30 months,6.91,308.36,A5,Mortgage,90722,Not Verified,Nov-10,Fully Paid,Home Improvement,Personal Loan,PA,A,10419.80768
371909,390272,15000,15000,30 months,10.95,490.71,B1,Rent,105000,Source Verified,Jan-09,Fully Paid,Debt Consolidation,Personal Loan,FL,B,17332.26035
582241,748286,7000,7000,30 months,7.51,217.78,A4,Rent,64000,Not Verified,Sep-10,Fully Paid,Debt Consolidation,Debt Consolidation,CA,A,7607.926559
495471,634654,14000,14000,30 months,10.62,455.84,B3,Rent,95000,Not Verified,Mar-10,Fully Paid,Other,BMW,VA,B,16436.13767
680155,868859,12000,12000,60 months,10.37,257.16,B3,Rent,60000,Source Verified,Feb-11,Fully Paid,Debt Consolidation,CC Consolidation,CA,B,15429.1846
454682,563309,6000,6000,30 months,14.61,206.86,D1,Rent,30000,Not Verified,Nov-09,Charged Off,Debt Consolidation,personal,NY,D,0
614984,788597,12000,7450,30 months,6.91,229.73,A5,Rent,84000,Verified,Nov-10,Fully Paid,Debt Consolidation,Debt Consolidation,NY,A,8212.561092
606655,778258,24250,15100,60 months,6.91,298.36,A5,Mortgage,107400,Verified,Nov-10,Fully Paid,Credit Card,Credit Card Loan,FL,A,17901.40966
131569,131559,7000,7000,30 months,14.38,240.54,E4,Rent,55000,Not Verified,Oct-07,Fully Paid,Other,Velez Capital Management Trading Course.,NY,E,8559.576715
419827,492729,12000,12000,30 months,18.84,438.93,G1,Mortgage,50000,Verified,Jun-09,Fully Paid,Small Business,IAAVS Business Loan,GA,G,15801.01287
